"coeff_name","estimate","true"
"tau.s(ID).1",0.0744793178864128,0.151152199743894
"tau.s(ID).2",-0.27193157048633,-0.00946590384130976
"tau.s(ID).3",0.138312426903577,0.201842371387704
"tau.s(ID).4",-0.409053770585614,-0.0062714099052421
"tau.s(ID).5",-0.0814894509923002,0.130486965422349
"tau.s(ID).6",0.563163581947579,0.228664539270111
"nu.s(ID).1",-0.00789712716069777,-0.138886070111234
"nu.s(ID).2",0.00547455552178206,-0.0278788766817371
"nu.s(ID).3",0.00122899779502722,-0.0133321336393658
"nu.s(ID).4",0.0272701601500731,0.0635950398070074
"nu.s(ID).5",-0.00282369429240371,-0.0284252921416072
"nu.s(ID).6",-0.0259249336241181,-0.265645542090478
"omega.te(theta,DistanceShore).1",7.94213562289888,7.4194973703864
"omega.te(theta,DistanceShore).2",1.60566407505515,-2.78407592129449
"omega.te(theta,DistanceShore).3",5.60921864590473,4.05176660684321
"omega.te(theta,DistanceShore).4",14.8470201710927,14.342095285798
"omega.te(theta,DistanceShore).5",2.66662369231846,4.30582187990578
"omega.te(theta,DistanceShore).6",33.4052124456826,34.3832246334754
"omega.te(theta,DistanceShore).7",-1.78677519278718,-0.856251990404006
"omega.te(theta,DistanceShore).8",1.89470161741166,8.81815901664477
"mu1.(Intercept)",0,0
"mu2.(Intercept)",0,0
"tau.(Intercept)",0.0883773235390372,0
"nu.(Intercept)",1.31969069002254,1.38629436111989
"omega.(Intercept)",0.176104239461256,0.20183270386863
"tau.s(ID)",0.328202843111845,0.1
"nu.s(ID)",0.0440419012671955,0.1
"omega.te(theta,DistanceShore)",4.54158729317213,NA
"omega.te(theta,DistanceShore)",10.3719480413097,NA
