"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.329,0.162,1.077,1.602
"nu.(Intercept)",3.992,0.209,3.613,4.406
"tau.s(ID)",0.957,0.055,0.837,0.999
"nu.s(ID)",0.953,0.019,0.923,0.994
"sigma_obs",1000,0,1000,1000
