"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.998,0.152,0.7,1.316
"nu.(Intercept)",3.959,0.268,3.426,4.465
"tau.s(ID)",0.895,0.076,0.782,0.996
"nu.s(ID)",0.949,0.036,0.885,0.998
"sigma_obs",1000,0,1000,1000
