"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.992,0.135,0.789,1.263
"nu.(Intercept)",3.969,0.269,3.449,4.477
"tau.s(ID)",0.898,0.077,0.765,0.995
"nu.s(ID)",0.948,0.032,0.896,0.996
"sigma_obs",1000,0,1000,1000
