"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.915,0,0.915,0.915
"nu.(Intercept)",3.181,0,3.181,3.181
"tau.s(ID)",0.985,0,0.985,0.985
"nu.s(ID)",0.847,0,0.847,0.847
"sigma_obs",1000,0,1000,1000
