"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.997,0.112,0.798,1.211
"nu.(Intercept)",3.947,0.2,3.568,4.325
"tau.s(ID)",0.917,0.075,0.807,1
"nu.s(ID)",0.938,0.026,0.894,0.998
"sigma_obs",1000,0,1000,1000
