"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.97,0.145,0.707,1.343
"nu.(Intercept)",3.96,0.267,3.437,4.451
"tau.s(ID)",0.897,0.078,0.771,0.996
"nu.s(ID)",0.948,0.035,0.887,0.997
"sigma_obs",1000,0,1000,1000
