"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.362,0.217,1.032,1.755
"nu.(Intercept)",3.997,0.289,3.458,4.487
"tau.s(ID)",0.93,0.067,0.807,0.997
"nu.s(ID)",0.965,0.023,0.927,0.998
"sigma_obs",1000,0,1000,1000
