"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.973,0.141,0.797,1.187
"nu.(Intercept)",3.917,0.452,3.527,4.329
"tau.s(ID)",0.936,0.072,0.801,1
"nu.s(ID)",0.935,0.025,0.896,0.995
"sigma_obs",1000,0,1000,1000
