"coeff_names","mean","sd","low","up"
"tau.(Intercept)",0.974,0.136,0.758,1.293
"nu.(Intercept)",3.968,0.267,3.438,4.466
"tau.s(ID)",0.89,0.08,0.762,0.995
"nu.s(ID)",0.949,0.034,0.889,0.997
"sigma_obs",1000,0,1000,1000
