"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.29,0.209,0.87,1.686
"nu.(Intercept)",3.968,0.286,3.429,4.497
"tau.s(ID)",0.896,0.076,0.779,0.998
"nu.s(ID)",0.962,0.03,0.902,0.999
"sigma_obs",1000,0,1000,1000
