"coeff_names","mean","sd","low","up"
"tau.(Intercept)",1.088,0.127,0.885,1.379
"nu.(Intercept)",3.947,0.199,3.58,4.314
"tau.s(ID)",0.932,0.07,0.805,0.999
"nu.s(ID)",0.943,0.023,0.904,0.995
"sigma_obs",1000,0,1000,1000
